gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn_Label,total_complaints,resolved_complaints,unresolved_complaints,call_drop_rate,data_usage_gb,throughput_Mbps,complaints_per_tenure,unresolved_ratio,drop_rate_per_tenure,data_usage_per_tenure,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TechSupport_No internet service,TechSupport_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,MultipleLines_No phone service,MultipleLines_Yes,Contract_One year,Contract_Two year
1,0,1,0,68,1,1,110.0,1,5,1,4,0.0243342219928907,0.58782958984375,34.288333333333334,0.07246376811594203,0.6666666666666666,0.0003526698839549377,0.008519269418025362,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
1,0,0,0,5,0,0,24.3,0,15,2,13,0.0254629629629629,0.7107405598958333,21.751666666666665,2.5,0.8125,0.0042438271604938165,0.11845675998263888,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,1,72,1,1,104.15,0,16,5,11,0.0148148148148148,0.91544921875,26.644166666666667,0.2191780821917808,0.6470588235294118,0.00020294266869609314,0.012540400256849315,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0
0,0,0,0,32,0,0,30.15,0,12,4,8,0.0290954415954415,0.8355159505208333,22.445833333333336,0.36363636363636365,0.6153846153846154,0.0008816800483467122,0.025318665167297978,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,0,0,0,43,1,0,94.35,0,10,4,6,0.0389880952380952,0.95243408203125,33.751666666666665,0.22727272727272727,0.5454545454545454,0.0008860930735930726,0.021646229137073866,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
1,0,1,1,72,1,0,19.4,0,17,4,13,0.0300622171945701,0.7945345052083334,27.69,0.2328767123287671,0.7222222222222222,0.00041181119444616576,0.010884034317922375,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,1,0,55,1,1,96.75,1,17,7,10,0.0617673992673992,0.8991267903645833,29.161666666666665,0.30357142857142855,0.5555555555555556,0.0011029892726321286,0.016055835542224704,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0,52,1,0,57.95,0,16,7,9,0.0215924426450742,1.0649617513020833,25.635,0.3018867924528302,0.5294117647058824,0.00040740457820894713,0.02009361794909591,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,43,1,1,91.65,0,9,1,8,0.037999037999038,0.7969466145833334,25.499166666666667,0.20454545454545456,0.8,0.0008636144999781363,0.01811242305871212,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,1,1,0,37,1,1,76.5,1,8,2,6,0.0379629629629629,0.9561466471354167,23.729166666666668,0.21052631578947367,0.6666666666666666,0.0009990253411306027,0.02516175387198465,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,64,0,1,54.6,0,18,5,13,0.0107638888888888,0.7400341796875001,23.475,0.27692307692307694,0.6842105263157895,0.00016559829059828923,0.011385141225961539,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1
1,0,1,1,3,1,0,89.85,0,19,6,13,0.013401559454191,0.5973111979166666,25.07333333333333,4.75,0.65,0.00335038986354775,0.14932779947916666,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,36,0,0,31.05,0,15,4,11,0.0099415204678362,0.7948209635416666,26.848333333333333,0.40540540540540543,0.6875,0.00026868974237395134,0.02148164766328829,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,1,10,1,1,100.25,1,12,6,6,0.0427142946492791,0.827822265625,26.82166666666667,1.0909090909090908,0.46153846153846156,0.003883117695389009,0.07525656960227273,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,41,1,0,20.65,0,7,4,3,0.0312364718614718,0.7150667317708334,24.144166666666667,0.16666666666666666,0.375,0.0007437255205112333,0.01702539837549603,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,1,1,27,1,1,85.2,0,7,1,6,0.0308278867102396,0.85984130859375,28.651666666666667,0.25,0.75,0.0011009959539371285,0.0307086181640625,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,1,1,56,1,1,99.8,0,12,6,6,0.0,0.8785587565104166,28.66416666666667,0.21052631578947367,0.46153846153846156,0.0,0.015413311517726607,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
0,0,0,0,6,1,0,20.7,0,5,0,5,0.0446455505279034,0.7580688476562499,19.58333333333333,0.7142857142857143,0.8333333333333334,0.006377935789700486,0.10829554966517856,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,0,3,1,1,74.4,1,19,8,11,0.0087962962962962,0.8093269856770834,18.475,4.75,0.55,0.00219907407407405,0.20233174641927085,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,7,1,0,50.7,0,6,3,3,0.0128968253968253,0.8496736653645834,29.319166666666664,0.75,0.42857142857142855,0.0016121031746031626,0.10620920817057293,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,4,1,0,20.85,0,19,6,13,0.0447987112073799,0.6980232747395833,23.31083333333333,3.8,0.65,0.008959742241475981,0.13960465494791666,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,0,33,1,1,88.95,0,13,4,9,0.0237642717905875,0.7064493815104167,26.1725,0.38235294117647056,0.6428571428571429,0.0006989491703113971,0.02077792298560049,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,1,0,0,27,1,1,78.05,1,13,3,10,0.031985294117647,1.0130411783854167,24.52916666666667,0.4642857142857143,0.7142857142857143,0.0011423319327731071,0.03618004208519345,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,1,0,72,1,1,23.55,0,9,4,5,0.0353535353535353,0.6816520182291667,29.118333333333336,0.1232876712328767,0.5,0.00048429500484294927,0.009337698879851598,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1,0,0,0,1,1,0,19.75,0,9,5,4,0.0161283891547049,0.8879109700520833,28.7625,4.5,0.4,0.00806419457735245,0.44395548502604165,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,1,0,0,71,0,1,56.45,0,14,4,10,0.0223214285714285,0.8803068033854166,32.145833333333336,0.19444444444444445,0.6666666666666666,0.0003100198412698403,0.012226483380353008,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0
0,0,0,0,13,1,1,85.95,0,6,1,5,0.0115079365079365,0.7795768229166667,25.15083333333333,0.42857142857142855,0.7142857142857143,0.0008219954648526071,0.05568405877976191,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,1,25,0,1,58.6,1,15,5,10,0.0359767547267547,0.76302490234375,27.3225,0.5769230769230769,0.625,0.0013837213356444114,0.029347111628605767,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0
1,0,0,0,67,1,0,50.55,0,7,1,6,0.015625,0.8940413411458333,28.894166666666667,0.10294117647058823,0.75,0.00022977941176470588,0.013147666781556372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,1,35.45,1,10,3,7,0.0454695767195767,0.781494140625,27.975,5.0,0.6363636363636364,0.02273478835978835,0.3907470703125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,0,0,2,1,0,44.35,1,14,7,7,0.0470065387828545,0.4024641927083333,37.00083333333333,4.666666666666667,0.4666666666666667,0.0156688462609515,0.13415473090277777,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,43,1,1,25.7,0,12,5,7,0.0354611823361823,0.8885123697916667,31.68,0.2727272727272727,0.5384615384615384,0.0008059359621859614,0.020193462949810607,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0,0,0,23,1,1,75.0,0,14,4,10,0.0153186274509803,0.9461482747395834,35.77833333333333,0.5833333333333334,0.6666666666666666,0.0006382761437908458,0.03942284478081597,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,64,1,0,20.2,0,7,2,5,0.0188195161105377,0.9382185872395832,29.91,0.1076923076923077,0.625,0.00028953101708519534,0.014434132111378202,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,1,57,1,1,19.6,0,13,4,9,0.0516979548229548,0.7787605794270833,25.7925,0.22413793103448276,0.6428571428571429,0.0008913440486716345,0.013426906541846265,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1,1,0,1,1,1,70.45,1,6,0,6,0.0335648148148148,0.9048331705729168,26.795,3.0,0.8571428571428571,0.0167824074074074,0.4524165852864584,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,72,1,1,88.05,0,18,3,15,0.0398644179894179,0.8096533203125,30.041666666666668,0.2465753424657534,0.7894736842105263,0.000546087917663259,0.011091141374143836,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,0,0,0,8,1,0,71.15,1,17,3,14,0.0175172780435938,0.910673828125,26.171666666666667,1.8888888888888888,0.7777777777777778,0.0019463642270659777,0.10118598090277778,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,0,61,1,1,101.05,0,12,5,7,0.0055555555555555,0.7126204427083334,29.959166666666665,0.1935483870967742,0.5384615384615384,8.96057347670242e-05,0.011493878108198925,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
1,0,0,0,64,1,1,84.3,0,7,2,5,0.0291666666666666,0.86641357421875,29.26833333333333,0.1076923076923077,0.625,0.0004487179487179477,0.013329439603365384,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
1,1,1,0,71,1,0,23.95,0,20,8,12,0.0046296296296296,0.8985489908854167,34.44416666666667,0.2777777777777778,0.5714285714285714,6.430041152263333e-05,0.012479847095630789,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0,1,1,65,1,1,99.05,0,10,3,7,0.0223379629629629,0.61773681640625,27.8425,0.15151515151515152,0.6363636363636364,0.00033845398428731664,0.00935964873342803,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1
1,0,0,0,3,1,0,19.6,0,15,5,10,0.0449879981129981,0.86206787109375,28.78333333333333,3.75,0.625,0.011246999528249525,0.2155169677734375,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,1,1,1,45.65,1,8,2,6,0.0375930356193514,0.9104899088541668,29.805000000000003,4.0,0.6666666666666666,0.0187965178096757,0.4552449544270834,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,30,1,0,64.5,0,17,4,13,0.0166666666666666,0.65517578125,29.94833333333333,0.5483870967741935,0.7222222222222222,0.0005376344086021484,0.02113470262096774,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1,0,1,1,15,1,1,69.5,0,14,5,9,0.0385416666666666,0.96569091796875,31.340833333333336,0.875,0.6,0.0024088541666666624,0.06035568237304687,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,1,1,8,1,1,68.55,0,18,2,16,0.0043859649122807,0.8310847981770834,28.23166666666667,2.0,0.8421052631578947,0.0004873294346978555,0.09234275535300926,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,7,1,0,95.0,1,15,4,11,0.0179843304843304,0.7635245768229167,32.1775,1.875,0.6875,0.0022480413105413,0.0954405721028646,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0,1,1,70,1,1,108.15,0,8,3,5,0.0436507936507936,0.7186800130208333,29.97583333333333,0.11267605633802817,0.5555555555555556,0.0006147999105745578,0.010122253704518778,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
1,0,1,1,62,1,0,86.1,0,14,2,12,0.0069444444444444,0.95374267578125,34.32333333333333,0.2222222222222222,0.8,0.00011022927689594285,0.015138772631448413,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,1,6,1,0,19.7,0,16,5,11,0.0303348612172141,0.8174153645833333,30.605,2.2857142857142856,0.6470588235294118,0.004333551602459157,0.11677362351190476,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,1,1,14,1,1,80.9,0,18,3,15,0.019704592363261,0.6686889648437501,34.835,1.2,0.7894736842105263,0.0013136394908840668,0.04457926432291667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,22,1,1,84.15,0,15,3,12,0.025219298245614,0.6727872721354168,29.319166666666664,0.6521739130434783,0.75,0.0010964912280701739,0.029251620527626816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,1,22,1,0,20.15,0,10,4,6,0.0150462962962962,0.8838810221354167,23.246666666666663,0.43478260869565216,0.5454545454545454,0.0006541867954911392,0.038429609658061595,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,1,1,16,1,0,64.25,0,9,2,7,0.0141612200435729,0.7845792643229167,23.701666666666668,0.5294117647058824,0.7,0.0008330129437395823,0.0461517214307598,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,10,1,0,25.7,0,7,4,3,0.030098977389999,0.7583894856770833,28.405,0.6363636363636364,0.375,0.002736270671818091,0.06894449869791666,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0,0,1,13,1,1,56.0,0,6,3,3,0.0142857142857142,0.8344287109374999,25.11583333333333,0.42857142857142855,0.42857142857142855,0.0010204081632653,0.05960205078124999,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,20,1,0,82.4,1,12,3,9,0.0195261437908496,0.7716984049479167,27.01833333333333,0.5714285714285714,0.6923076923076923,0.0009298163709928381,0.03674754309275794,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,2,1,1,69.7,0,19,9,10,0.0333737595250753,0.73073974609375,29.68583333333333,6.333333333333333,0.5,0.011124586508358432,0.24357991536458334,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,53,1,1,73.9,0,14,1,13,0.0242424242424242,0.7757926432291667,19.31083333333333,0.25925925925925924,0.8666666666666667,0.00044893378226711485,0.014366530430169755,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1
0,0,1,1,11,1,0,20.6,0,16,3,13,0.0098379629629629,0.9322428385416668,26.980833333333333,1.3333333333333333,0.7647058823529411,0.0008198302469135751,0.07768690321180556,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,69,1,0,19.9,0,14,2,12,0.0281027183600713,0.6423527018229167,32.65083333333333,0.2,0.8,0.0004014674051438757,0.00917646716889881,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,0,0,4,1,1,70.9,1,8,2,6,0.0212301587301587,0.7631958007812499,34.25833333333333,1.6,0.6666666666666666,0.00424603174603174,0.15263916015624998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,72,1,1,89.05,0,8,3,5,0.028344298245614,0.6344539388020833,27.465833333333336,0.1095890410958904,0.5555555555555556,0.00038827805815909585,0.008691149846603881,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,1,1,0,58,0,1,45.3,1,17,3,14,0.0248677248677248,0.7441064453125,22.76083333333333,0.288135593220339,0.7777777777777778,0.0004214868621648271,0.012611973649364408,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
0,0,1,1,16,1,0,20.4,0,15,5,10,0.0119658119658119,0.8321329752604166,22.606666666666666,0.8823529411764706,0.625,0.0007038712921065824,0.04894899854473039,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,1,0,43,1,1,84.25,0,17,1,16,0.0420361229184758,0.7028751627604167,24.06833333333333,0.38636363636363635,0.8888888888888888,0.000955366429965359,0.0159744355172822,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,2,1,1,104.4,1,15,3,12,0.0305555555555555,0.5302351888020833,26.5525,5.0,0.75,0.010185185185185167,0.17674506293402778,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1,0,1,0,14,1,0,81.95,0,15,4,11,0.0083333333333333,0.7958260091145833,31.169166666666666,1.0,0.6875,0.0005555555555555534,0.053055067274305555,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,0,53,1,1,94.85,1,18,5,13,0.0325372884196413,0.6773673502604166,26.981666666666666,0.3333333333333333,0.6842105263157895,0.0006025423781415055,0.012543839819637345,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0,0,0,0,32,1,0,20.55,0,11,2,9,0.0533969076732234,0.7559733072916667,32.36416666666667,0.3333333333333333,0.75,0.0016180881113098,0.022908282039141414,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,0,34,1,0,24.7,0,13,1,12,0.0486397775484462,0.7980777994791667,31.964166666666667,0.37142857142857144,0.8571428571428571,0.0013897079299556058,0.022802222842261907,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,1,0,0,15,1,1,74.45,1,20,4,16,0.0271241830065359,0.6202278645833333,30.669166666666666,1.25,0.7619047619047619,0.0016952614379084937,0.038764241536458334,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,7,1,0,76.45,1,18,4,14,0.0381313131313131,0.8046907552083334,25.574166666666667,2.25,0.7368421052631579,0.004766414141414137,0.10058634440104168,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,15,1,1,105.35,0,5,1,4,0.0344002367028682,0.91498291015625,26.24083333333333,0.3125,0.6666666666666666,0.0021500147939292626,0.057186431884765625,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,0,1,0,61,1,1,20.55,0,16,4,12,0.0311342592592592,0.8793766276041667,24.02583333333333,0.25806451612903225,0.7058823529411765,0.0005021654719235355,0.014183493993615591,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,1,0,0,29.95,1,14,3,11,0.0315972222222222,0.7970987955729166,29.620833333333334,7.0,0.7333333333333333,0.0157986111111111,0.3985493977864583,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,1,0,45.3,0,13,5,8,0.0179924242424242,0.7720865885416667,24.118333333333336,6.5,0.5714285714285714,0.0089962121212121,0.38604329427083334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,8,1,0,84.5,1,9,0,9,0.0220150560224089,0.5307942708333333,21.881666666666664,1.0,0.9,0.002446117335823211,0.058977141203703703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,1,33,1,0,74.75,0,18,5,13,0.024002849002849,0.8055623372395834,19.57333333333333,0.5294117647058824,0.6842105263157895,0.0007059661471426176,0.023693009918811275,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
0,0,0,0,13,1,1,79.25,1,17,0,17,0.0138888888888888,0.6204288736979167,22.905,1.2142857142857142,0.9444444444444444,0.0009920634920634857,0.04431634812127976,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,1,0,1,0,1,24.8,1,11,2,9,0.022829592363261,0.7131949869791666,27.435,5.5,0.75,0.0114147961816305,0.3565974934895833,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,20,1,1,51.8,0,17,2,15,0.0258907758907758,0.9934187825520832,32.235,0.8095238095238095,0.8333333333333334,0.001232894090036943,0.04730565631200396,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,3,0,0,30.4,0,6,0,6,0.054029304029304,0.7617366536458334,28.2825,1.5,0.8571428571428571,0.013507326007326,0.19043416341145836,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,13,1,0,19.65,0,20,5,15,0.0138888888888888,0.89376220703125,29.455,1.4285714285714286,0.7142857142857143,0.0009920634920634857,0.06384015764508928,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,0,40,1,0,56.6,0,11,1,10,0.0264297385620915,0.7798893229166667,24.968333333333334,0.2682926829268293,0.8333333333333334,0.0006446277698071097,0.01902169080284553,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,1,1,43,1,1,71.9,0,17,6,11,0.0261904761904761,0.7385026041666666,26.516666666666666,0.38636363636363635,0.6111111111111112,0.0005952380952380932,0.016784150094696967,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0
1,0,1,0,6,1,1,91.0,1,19,5,14,0.0369047619047619,0.62010986328125,28.80666666666667,2.7142857142857144,0.7,0.005272108843537414,0.08858712332589284,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,1,1,69,1,0,19.75,0,17,2,15,0.0428075396825396,0.7696940104166666,23.639166666666668,0.24285714285714285,0.8333333333333334,0.0006115362811791371,0.010995628720238095,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,1,1,72,1,0,109.7,0,9,2,7,0.01875,0.89571044921875,26.31083333333333,0.1232876712328767,0.7,0.0002568493150684931,0.012270006153681507,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1,1,59,1,0,19.3,0,13,6,7,0.0276515151515151,0.6228133138020834,21.96666666666667,0.21666666666666667,0.5,0.00046085858585858503,0.01038022189670139,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,1,0,20,1,1,96.55,0,16,2,14,0.0341269841269841,0.8676407877604166,27.461666666666662,0.7619047619047619,0.8235294117647058,0.0016250944822373383,0.04131622798859127,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,0,1,1,24,1,1,24.1,0,20,4,16,0.0391345106418635,0.8456429036458334,31.19,0.8,0.7619047619047619,0.0015653804256745398,0.03382571614583334,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1,0,0,0,59,1,1,111.35,0,5,2,3,0.0478009259259259,0.815185546875,20.86083333333333,0.08333333333333333,0.5,0.0007966820987654317,0.01358642578125,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,0,1,1,72,1,1,112.25,0,16,3,13,0.0374368686868686,0.98972412109375,21.659166666666668,0.2191780821917808,0.7647058823529411,0.000512833817628337,0.013557864672517123,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
1,0,0,1,1,1,0,20.75,0,13,3,10,0.022779304029304,0.79040771484375,28.63,6.5,0.7142857142857143,0.011389652014652,0.395203857421875,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,1,0,27,1,1,101.9,0,11,2,9,0.0375,0.834072265625,29.620833333333334,0.39285714285714285,0.75,0.0013392857142857143,0.029788295200892857,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
0,0,0,0,14,1,1,80.05,0,11,2,9,0.0255787037037037,0.7884293619791666,28.16583333333333,0.7333333333333333,0.75,0.0017052469135802467,0.052561957465277774,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,71,1,0,105.55,0,11,4,7,0.023216979099332,0.64130126953125,35.80083333333334,0.1527777777777778,0.5833333333333334,0.0003224580430462778,0.008906962076822917,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
1,0,0,1,13,1,1,78.3,0,9,1,8,0.0208741830065359,0.7222347005208333,30.77,0.6428571428571429,0.8,0.0014910130718954215,0.051588192894345235,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,44,1,0,68.85,0,18,4,14,0.0119617224880382,0.712509765625,31.135,0.4,0.7368421052631579,0.0002658160552897378,0.01583355034722222,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,33,1,1,79.95,0,6,1,5,0.0134259259259259,0.7925732421874999,27.98333333333333,0.17647058823529413,0.7142857142857143,0.00039488017429193826,0.023310977711397056,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,1,1,72,0,1,55.45,0,6,2,4,0.0075757575757575,0.7540690104166666,28.72583333333333,0.0821917808219178,0.5714285714285714,0.00010377750103777397,0.010329712471461187,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1
1,0,0,0,1,1,0,79.9,1,6,2,4,0.0348112535612535,0.77883544921875,26.69,3.0,0.5714285714285714,0.01740562678062675,0.389417724609375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,19,1,1,106.6,1,9,1,8,0.0383547008547008,0.6257902018229167,26.906666666666663,0.45,0.8,0.0019177350427350402,0.031289510091145833,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1,0,1,0,64,1,1,102.45,0,5,1,4,0.0059523809523809,0.5960498046875,24.78916666666667,0.07692307692307693,0.6666666666666666,9.157509157509078e-05,0.009169996995192308,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
1,0,0,0,2,1,1,46.0,1,5,2,3,0.0159418468241997,0.6655338541666667,23.229166666666668,1.6666666666666667,0.5,0.0053139489413999005,0.22184461805555555,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,25.25,0,18,7,11,0.0366071428571428,0.8858292643229166,30.0875,9.0,0.5789473684210527,0.0183035714285714,0.4429146321614583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
