,complaint_id,customerID,date,issue,status
11146,CMP843261,0048-LUMLS,2025-03-07,App issue,Resolved
11156,CMP578032,0048-LUMLS,2025-03-21,App issue,Closed
82708,CMP660639,0048-PIHNL,2024-05-13,Poor customer service,Resolved
82705,CMP282892,0048-PIHNL,2024-06-29,Slow internet,Resolved
82699,CMP939768,0048-PIHNL,2024-10-11,Poor customer service,Resolved
82706,CMP800077,0048-PIHNL,2024-10-15,Network issue,Open
82707,CMP340457,0048-PIHNL,2024-10-20,Slow internet,In Progress
82702,CMP143506,0048-PIHNL,2024-10-31,Service outage,Open
82703,CMP193162,0048-PIHNL,2024-11-03,Slow internet,Resolved
82704,CMP635884,0048-PIHNL,2024-11-17,Unexpected charges,Resolved
82701,CMP660093,0048-PIHNL,2024-12-03,Frequent disconnection,Closed
82700,CMP732025,0048-PIHNL,2025-01-13,Frequent disconnection,In Progress
62038,CMP599342,0052-DCKON,2024-05-07,Unexpected charges,Closed
62044,CMP177327,0052-DCKON,2024-05-16,Frequent disconnection,Closed
62048,CMP243443,0052-DCKON,2024-05-24,Billing error,Open
62042,CMP649171,0052-DCKON,2024-06-01,Frequent disconnection,Resolved
62041,CMP394255,0052-DCKON,2024-06-03,App issue,In Progress
62047,CMP606306,0052-DCKON,2024-06-26,Slow internet,Closed
62055,CMP899332,0052-DCKON,2024-07-01,Service outage,Resolved
62050,CMP244071,0052-DCKON,2024-07-11,Network issue,Closed
62043,CMP679827,0052-DCKON,2024-08-03,Unexpected charges,Resolved
62054,CMP191540,0052-DCKON,2024-08-06,Slow internet,In Progress
62045,CMP701737,0052-DCKON,2024-08-15,Poor customer service,Resolved
62046,CMP983600,0052-DCKON,2024-10-20,Unexpected charges,Open
62052,CMP982186,0052-DCKON,2024-11-03,Billing error,Resolved
62051,CMP545549,0052-DCKON,2024-11-26,Poor customer service,Closed
62039,CMP852780,0052-DCKON,2025-01-26,Frequent disconnection,Closed
62053,CMP136649,0052-DCKON,2025-02-09,Network issue,Closed
62049,CMP177750,0052-DCKON,2025-02-26,Poor customer service,Open
62040,CMP109798,0052-DCKON,2025-03-27,Service outage,Resolved
87081,CMP833482,0052-YNYOT,2024-06-05,Unexpected charges,Resolved
87090,CMP952664,0052-YNYOT,2024-07-31,Network issue,Resolved
87089,CMP393147,0052-YNYOT,2024-08-05,Frequent disconnection,Closed
87085,CMP109567,0052-YNYOT,2024-08-28,Frequent disconnection,Resolved
87084,CMP239427,0052-YNYOT,2024-09-22,Unexpected charges,In Progress
87083,CMP970015,0052-YNYOT,2024-10-11,Service outage,In Progress
87087,CMP876298,0052-YNYOT,2024-10-16,App issue,In Progress
87092,CMP706734,0052-YNYOT,2024-12-02,Slow internet,Resolved
87091,CMP854247,0052-YNYOT,2024-12-26,Frequent disconnection,Closed
87082,CMP593872,0052-YNYOT,2025-01-04,Billing error,In Progress
87086,CMP539621,0052-YNYOT,2025-01-24,App issue,In Progress
87093,CMP751243,0052-YNYOT,2025-02-03,Service outage,Open
87094,CMP207870,0052-YNYOT,2025-02-09,Poor customer service,In Progress
87088,CMP793340,0052-YNYOT,2025-04-05,Billing error,Open
59978,CMP230256,0056-EPFBG,2024-05-02,Billing error,In Progress
59970,CMP784536,0056-EPFBG,2024-07-15,Unexpected charges,In Progress
59972,CMP602044,0056-EPFBG,2024-08-05,Frequent disconnection,Resolved
59982,CMP900655,0056-EPFBG,2024-08-12,Unexpected charges,Open
59975,CMP217920,0056-EPFBG,2024-09-10,App issue,Open
59981,CMP471934,0056-EPFBG,2024-09-24,Poor customer service,Closed
59969,CMP832603,0056-EPFBG,2024-10-14,Service outage,Closed
59973,CMP945584,0056-EPFBG,2024-11-03,Slow internet,Open
59983,CMP649988,0056-EPFBG,2024-11-07,Service outage,Open
59977,CMP757628,0056-EPFBG,2024-12-11,Frequent disconnection,In Progress
59967,CMP919144,0056-EPFBG,2024-12-16,App issue,Resolved
59974,CMP153595,0056-EPFBG,2024-12-25,Frequent disconnection,Closed
59979,CMP643984,0056-EPFBG,2025-01-08,App issue,Resolved
59980,CMP930296,0056-EPFBG,2025-01-13,Network issue,Closed
59968,CMP354343,0056-EPFBG,2025-02-03,Poor customer service,Closed
59976,CMP685099,0056-EPFBG,2025-02-17,Slow internet,Open
59971,CMP910106,0056-EPFBG,2025-04-06,Billing error,Resolved
74935,CMP369608,0057-QBUQH,2024-05-13,Poor customer service,In Progress
74938,CMP276856,0057-QBUQH,2024-07-03,Unexpected charges,Open
74941,CMP473170,0057-QBUQH,2024-08-26,Unexpected charges,Open
74937,CMP876762,0057-QBUQH,2024-10-21,Frequent disconnection,Resolved
74936,CMP186761,0057-QBUQH,2024-11-14,App issue,Closed
74944,CMP857477,0057-QBUQH,2024-11-26,Slow internet,Resolved
74934,CMP845212,0057-QBUQH,2024-11-28,Frequent disconnection,Closed
74945,CMP392226,0057-QBUQH,2025-01-08,Billing error,In Progress
74946,CMP125344,0057-QBUQH,2025-03-27,App issue,Resolved
74942,CMP665328,0057-QBUQH,2025-04-03,Frequent disconnection,In Progress
74943,CMP288163,0057-QBUQH,2025-04-17,Unexpected charges,Closed
74940,CMP753559,0057-QBUQH,2025-04-20,Frequent disconnection,Resolved
74939,CMP806158,0057-QBUQH,2025-04-24,Poor customer service,Closed
34806,CMP212335,0058-EVZWM,2024-07-13,Slow internet,Closed
34808,CMP708833,0058-EVZWM,2024-09-12,Frequent disconnection,Open
34805,CMP111619,0058-EVZWM,2024-09-15,Service outage,Open
34807,CMP371932,0058-EVZWM,2024-09-26,Poor customer service,Open
34804,CMP506871,0058-EVZWM,2025-02-26,Unexpected charges,Closed
61426,CMP334206,0060-FUALY,2024-05-01,Unexpected charges,Resolved
61429,CMP918797,0060-FUALY,2024-05-22,Network issue,Closed
61431,CMP865664,0060-FUALY,2024-06-29,App issue,In Progress
61428,CMP508712,0060-FUALY,2024-12-25,Slow internet,Open
61433,CMP681692,0060-FUALY,2024-12-31,Billing error,Resolved
61430,CMP449204,0060-FUALY,2025-01-18,Network issue,Closed
61427,CMP703873,0060-FUALY,2025-01-25,Network issue,Closed
61432,CMP707220,0060-FUALY,2025-01-31,Frequent disconnection,Open
61434,CMP163405,0060-FUALY,2025-02-23,Poor customer service,Closed
61435,CMP187234,0060-FUALY,2025-04-28,Service outage,Closed
83056,CMP468790,0064-SUDOG,2024-08-11,Billing error,Closed
83055,CMP671791,0064-SUDOG,2024-09-11,App issue,In Progress
83057,CMP668205,0064-SUDOG,2024-10-21,Billing error,Open
83053,CMP924432,0064-SUDOG,2024-10-23,Slow internet,Open
83052,CMP604677,0064-SUDOG,2024-11-10,Billing error,Open
83050,CMP657209,0064-SUDOG,2024-11-16,Billing error,In Progress
83054,CMP576050,0064-SUDOG,2024-12-19,Service outage,Open
83049,CMP877082,0064-SUDOG,2024-12-21,Service outage,Resolved
83051,CMP963939,0064-SUDOG,2025-04-04,Poor customer service,In Progress
46966,CMP773737,0064-YIJGF,2024-05-12,Network issue,Resolved
46975,CMP358348,0064-YIJGF,2024-06-19,Slow internet,In Progress
46965,CMP293506,0064-YIJGF,2024-07-29,Frequent disconnection,Closed
46964,CMP815069,0064-YIJGF,2024-10-17,Frequent disconnection,Resolved
46967,CMP464048,0064-YIJGF,2024-10-19,Billing error,Open
46970,CMP944438,0064-YIJGF,2024-10-31,Poor customer service,Open
46972,CMP550679,0064-YIJGF,2024-11-16,Unexpected charges,Closed
46963,CMP316759,0064-YIJGF,2024-11-29,Poor customer service,Resolved
46969,CMP521645,0064-YIJGF,2024-12-01,App issue,Closed
46974,CMP502654,0064-YIJGF,2024-12-18,Unexpected charges,In Progress
46968,CMP850376,0064-YIJGF,2025-02-01,Frequent disconnection,Resolved
46973,CMP196436,0064-YIJGF,2025-02-15,Frequent disconnection,Open
46971,CMP694066,0064-YIJGF,2025-04-30,Poor customer service,Resolved
8645,CMP293788,0067-DKWBL,2024-05-16,Frequent disconnection,Closed
8644,CMP921315,0067-DKWBL,2024-05-19,Billing error,Closed
8636,CMP595146,0067-DKWBL,2024-06-30,Slow internet,Resolved
8641,CMP969670,0067-DKWBL,2024-07-22,Unexpected charges,In Progress
8646,CMP420240,0067-DKWBL,2024-09-17,Billing error,Open
8638,CMP438902,0067-DKWBL,2024-10-09,Frequent disconnection,Closed
8637,CMP865147,0067-DKWBL,2024-10-27,Network issue,Closed
8635,CMP809190,0067-DKWBL,2024-11-06,Frequent disconnection,In Progress
8648,CMP838346,0067-DKWBL,2024-12-30,Network issue,In Progress
8643,CMP878964,0067-DKWBL,2025-01-28,Slow internet,Resolved
8639,CMP446954,0067-DKWBL,2025-02-17,Poor customer service,Open
8642,CMP584664,0067-DKWBL,2025-03-06,Network issue,In Progress
8647,CMP821640,0067-DKWBL,2025-04-02,Unexpected charges,Closed
8640,CMP560732,0067-DKWBL,2025-04-26,Service outage,In Progress
73263,CMP837170,0068-FIGTF,2024-06-22,App issue,Open
73256,CMP636599,0068-FIGTF,2024-08-01,Unexpected charges,Closed
73254,CMP515418,0068-FIGTF,2024-09-13,Poor customer service,Closed
73246,CMP558339,0068-FIGTF,2024-09-28,Billing error,Closed
73259,CMP641092,0068-FIGTF,2024-10-11,Frequent disconnection,Open
73261,CMP238211,0068-FIGTF,2024-12-04,Network issue,Open
73262,CMP233048,0068-FIGTF,2024-12-06,Slow internet,Open
73247,CMP400245,0068-FIGTF,2024-12-08,Unexpected charges,Closed
73257,CMP946782,0068-FIGTF,2024-12-16,App issue,Open
73258,CMP465679,0068-FIGTF,2025-01-10,Billing error,Open
73251,CMP851140,0068-FIGTF,2025-01-15,Network issue,In Progress
73250,CMP900514,0068-FIGTF,2025-02-15,Poor customer service,Resolved
73255,CMP489984,0068-FIGTF,2025-02-24,Slow internet,In Progress
73249,CMP852563,0068-FIGTF,2025-02-25,Billing error,Open
73260,CMP155421,0068-FIGTF,2025-03-31,Frequent disconnection,Resolved
73253,CMP621707,0068-FIGTF,2025-04-26,App issue,In Progress
73252,CMP976053,0068-FIGTF,2025-04-27,Network issue,Open
73248,CMP713841,0068-FIGTF,2025-04-30,Network issue,Resolved
76741,CMP940538,0071-NDAFP,2024-06-07,App issue,Closed
76743,CMP242769,0071-NDAFP,2024-06-11,Frequent disconnection,Open
76740,CMP709098,0071-NDAFP,2024-10-06,Unexpected charges,Closed
76739,CMP473770,0071-NDAFP,2024-11-10,Billing error,Resolved
76738,CMP114375,0071-NDAFP,2025-01-10,Frequent disconnection,Open
76744,CMP115309,0071-NDAFP,2025-01-19,Billing error,In Progress
76742,CMP910237,0071-NDAFP,2025-03-12,Unexpected charges,Resolved
76745,CMP193228,0071-NDAFP,2025-03-23,Unexpected charges,Closed
14150,CMP402205,0074-HDKDG,2024-06-14,Slow internet,Resolved
14152,CMP152820,0074-HDKDG,2024-09-13,App issue,Open
14145,CMP156929,0074-HDKDG,2024-09-30,App issue,Resolved
14151,CMP361184,0074-HDKDG,2024-10-04,Network issue,In Progress
14149,CMP127910,0074-HDKDG,2024-12-04,Service outage,Open
14153,CMP850791,0074-HDKDG,2025-01-02,Network issue,Open
14146,CMP458580,0074-HDKDG,2025-01-16,Poor customer service,Closed
14148,CMP905384,0074-HDKDG,2025-01-25,Slow internet,Resolved
14154,CMP891774,0074-HDKDG,2025-04-10,Network issue,Closed
14147,CMP796175,0074-HDKDG,2025-04-28,Slow internet,Closed
84268,CMP706320,0076-LVEPS,2024-06-01,App issue,Closed
84270,CMP423418,0076-LVEPS,2024-06-12,Network issue,Open
84273,CMP316813,0076-LVEPS,2024-07-09,Billing error,Open
84276,CMP502446,0076-LVEPS,2024-08-01,Frequent disconnection,Closed
84265,CMP676196,0076-LVEPS,2024-09-22,Slow internet,Open
84267,CMP813280,0076-LVEPS,2024-10-27,Frequent disconnection,In Progress
84272,CMP680535,0076-LVEPS,2024-11-21,Network issue,Open
84261,CMP903811,0076-LVEPS,2024-11-28,Frequent disconnection,Closed
84260,CMP717824,0076-LVEPS,2024-12-18,Slow internet,Resolved
84271,CMP325817,0076-LVEPS,2025-01-01,Frequent disconnection,Open
84263,CMP969888,0076-LVEPS,2025-01-03,Unexpected charges,In Progress
84262,CMP782815,0076-LVEPS,2025-01-06,Network issue,In Progress
84275,CMP480316,0076-LVEPS,2025-01-21,App issue,Resolved
84264,CMP444000,0076-LVEPS,2025-02-10,Poor customer service,Closed
84266,CMP673352,0076-LVEPS,2025-04-01,App issue,Resolved
84269,CMP145370,0076-LVEPS,2025-04-05,Service outage,Open
84274,CMP733725,0076-LVEPS,2025-04-09,Network issue,Resolved
84277,CMP704981,0076-LVEPS,2025-04-10,Billing error,Open
8749,CMP136885,0078-XZMHT,2024-05-19,Slow internet,Closed
8758,CMP982773,0078-XZMHT,2024-05-20,Billing error,Resolved
8752,CMP417333,0078-XZMHT,2024-05-31,Poor customer service,In Progress
8753,CMP199883,0078-XZMHT,2024-10-05,Frequent disconnection,Closed
8759,CMP991610,0078-XZMHT,2024-10-08,Billing error,Open
8751,CMP157283,0078-XZMHT,2024-10-20,Network issue,Resolved
8750,CMP437007,0078-XZMHT,2024-11-26,Network issue,Open
8748,CMP913083,0078-XZMHT,2024-12-05,Service outage,Open
8755,CMP876826,0078-XZMHT,2025-01-28,Unexpected charges,In Progress
8754,CMP350567,0078-XZMHT,2025-03-03,Frequent disconnection,In Progress
8757,CMP501407,0078-XZMHT,2025-03-05,Service outage,In Progress
8756,CMP542256,0078-XZMHT,2025-04-01,Frequent disconnection,Resolved
75755,CMP464729,0080-EMYVY,2024-08-22,Network issue,Closed
75759,CMP211523,0080-EMYVY,2024-10-30,App issue,Open
75756,CMP778631,0080-EMYVY,2024-11-04,Unexpected charges,In Progress
75758,CMP751837,0080-EMYVY,2024-11-27,Billing error,Closed
75757,CMP101354,0080-EMYVY,2025-02-10,Unexpected charges,In Progress
75754,CMP384594,0080-EMYVY,2025-03-08,App issue,Closed
14992,CMP367491,0080-OROZO,2024-07-05,Billing error,In Progress
15004,CMP880467,0080-OROZO,2024-09-13,Billing error,Open
15002,CMP329591,0080-OROZO,2024-09-22,Poor customer service,In Progress
14997,CMP792876,0080-OROZO,2024-10-30,Slow internet,In Progress
14996,CMP788239,0080-OROZO,2024-11-22,Billing error,Open
14994,CMP298671,0080-OROZO,2024-11-25,App issue,Resolved
14999,CMP662604,0080-OROZO,2024-12-06,App issue,Resolved
15001,CMP954900,0080-OROZO,2024-12-09,Service outage,Closed
14998,CMP745406,0080-OROZO,2024-12-31,Billing error,Closed
15000,CMP623325,0080-OROZO,2025-01-01,Slow internet,Closed
14995,CMP311762,0080-OROZO,2025-01-17,Poor customer service,Resolved
15003,CMP726853,0080-OROZO,2025-02-01,Billing error,In Progress
14993,CMP247027,0080-OROZO,2025-03-29,Service outage,Open
73044,CMP831365,0082-LDZUE,2024-05-03,Poor customer service,Open
73052,CMP519269,0082-LDZUE,2024-05-23,Billing error,In Progress
73053,CMP450517,0082-LDZUE,2024-06-09,Unexpected charges,Closed
73048,CMP634324,0082-LDZUE,2024-07-13,App issue,Closed
73054,CMP939686,0082-LDZUE,2024-07-20,Slow internet,Open
73045,CMP449646,0082-LDZUE,2024-09-25,App issue,Open
73046,CMP486664,0082-LDZUE,2024-10-16,Poor customer service,Open
73050,CMP515391,0082-LDZUE,2024-11-09,Poor customer service,Open
73051,CMP660636,0082-LDZUE,2024-12-14,Service outage,Open
73043,CMP847149,0082-LDZUE,2025-01-11,Network issue,Open
73049,CMP417403,0082-LDZUE,2025-02-22,App issue,Closed
73047,CMP682198,0082-LDZUE,2025-02-27,Unexpected charges,Closed
55259,CMP825944,0082-OQIQY,2024-05-31,App issue,Closed
55267,CMP714217,0082-OQIQY,2024-06-05,Slow internet,Resolved
55260,CMP824670,0082-OQIQY,2024-07-02,App issue,Closed
55266,CMP250991,0082-OQIQY,2024-08-19,Slow internet,Open
55264,CMP313271,0082-OQIQY,2024-10-13,Network issue,Closed
55261,CMP366526,0082-OQIQY,2024-12-30,Frequent disconnection,In Progress
55265,CMP942792,0082-OQIQY,2025-01-14,Billing error,Resolved
55263,CMP515052,0082-OQIQY,2025-01-18,Service outage,Resolved
55262,CMP741767,0082-OQIQY,2025-03-01,Slow internet,Closed
81899,CMP543939,0083-PIVIK,2024-05-21,Network issue,Resolved
81895,CMP757363,0083-PIVIK,2024-05-22,Slow internet,Closed
81898,CMP179987,0083-PIVIK,2024-07-01,Slow internet,Open
81892,CMP165728,0083-PIVIK,2024-07-23,Service outage,Closed
81896,CMP140663,0083-PIVIK,2024-08-10,Slow internet,Closed
81891,CMP335795,0083-PIVIK,2024-10-02,Unexpected charges,Closed
81894,CMP412227,0083-PIVIK,2024-11-21,Slow internet,Resolved
81897,CMP870641,0083-PIVIK,2025-01-30,Service outage,Closed
81890,CMP485650,0083-PIVIK,2025-02-11,Poor customer service,In Progress
81889,CMP830694,0083-PIVIK,2025-04-08,Poor customer service,Closed
81893,CMP108185,0083-PIVIK,2025-04-24,Service outage,Open
60955,CMP862168,0089-IIQKO,2024-05-25,Slow internet,Resolved
60952,CMP818862,0089-IIQKO,2024-06-29,Billing error,Closed
60951,CMP708045,0089-IIQKO,2024-08-05,Slow internet,Closed
60954,CMP434961,0089-IIQKO,2024-08-25,App issue,In Progress
60953,CMP369755,0089-IIQKO,2024-09-28,Billing error,Closed
60959,CMP424696,0089-IIQKO,2024-10-24,Poor customer service,Closed
60960,CMP781181,0089-IIQKO,2024-12-20,Slow internet,Resolved
60958,CMP455350,0089-IIQKO,2025-01-12,App issue,Open
60950,CMP159153,0089-IIQKO,2025-03-20,Unexpected charges,In Progress
60957,CMP122902,0089-IIQKO,2025-03-27,Billing error,In Progress
60956,CMP299858,0089-IIQKO,2025-03-29,App issue,Resolved
28312,CMP587438,0093-EXYQL,2024-05-26,Poor customer service,Resolved
28314,CMP840079,0093-EXYQL,2024-09-19,Billing error,Open
28316,CMP971104,0093-EXYQL,2024-12-09,Network issue,Open
28311,CMP336759,0093-EXYQL,2024-12-13,Slow internet,In Progress
28315,CMP395500,0093-EXYQL,2025-02-05,Network issue,Resolved
28313,CMP706655,0093-EXYQL,2025-02-20,Network issue,In Progress
28310,CMP731184,0093-EXYQL,2025-04-06,Service outage,Closed
87147,CMP481610,0093-XWZFY,2024-09-11,Network issue,Open
87150,CMP807268,0093-XWZFY,2024-10-03,App issue,Resolved
87149,CMP688011,0093-XWZFY,2024-10-24,App issue,Resolved
87148,CMP329485,0093-XWZFY,2024-10-30,Poor customer service,Closed
87145,CMP788712,0093-XWZFY,2024-11-16,Billing error,Open
87146,CMP528310,0093-XWZFY,2024-11-17,App issue,Closed
87152,CMP697351,0093-XWZFY,2025-04-07,Slow internet,In Progress
87144,CMP823894,0093-XWZFY,2025-04-12,Billing error,Closed
87151,CMP511667,0093-XWZFY,2025-04-25,Network issue,Resolved
2966,CMP119333,0094-OIFMO,2024-05-07,Billing error,In Progress
2972,CMP570183,0094-OIFMO,2024-05-18,Service outage,Closed
2963,CMP127276,0094-OIFMO,2024-06-04,Poor customer service,Resolved
2964,CMP890937,0094-OIFMO,2024-06-28,Network issue,In Progress
2965,CMP745650,0094-OIFMO,2024-07-26,Service outage,In Progress
2967,CMP619441,0094-OIFMO,2024-08-31,Poor customer service,Open
2968,CMP166606,0094-OIFMO,2024-09-02,Service outage,In Progress
2974,CMP182577,0094-OIFMO,2024-09-15,Poor customer service,Closed
2971,CMP411172,0094-OIFMO,2024-11-01,Unexpected charges,Open
2969,CMP597177,0094-OIFMO,2024-11-27,Poor customer service,Open
2962,CMP358745,0094-OIFMO,2025-01-29,Frequent disconnection,Open
2973,CMP874839,0094-OIFMO,2025-03-12,Unexpected charges,Open
2970,CMP961584,0094-OIFMO,2025-04-27,Frequent disconnection,Open
53991,CMP592348,0096-BXERS,2024-07-13,Poor customer service,Resolved
53995,CMP289062,0096-BXERS,2024-11-12,Service outage,Open
53993,CMP296500,0096-BXERS,2024-11-23,Frequent disconnection,Closed
53997,CMP936296,0096-BXERS,2024-11-29,Network issue,Closed
53992,CMP487463,0096-BXERS,2024-12-05,Poor customer service,Resolved
53994,CMP913927,0096-BXERS,2024-12-27,App issue,Open
53996,CMP172333,0096-BXERS,2025-04-15,Poor customer service,Closed
15632,CMP769122,0096-FCPUF,2024-05-01,Service outage,Closed
15633,CMP601284,0096-FCPUF,2024-06-01,Poor customer service,In Progress
15626,CMP950031,0096-FCPUF,2024-06-23,Poor customer service,In Progress
15637,CMP226981,0096-FCPUF,2024-06-30,Poor customer service,Resolved
15625,CMP603853,0096-FCPUF,2024-07-23,Frequent disconnection,Open
15634,CMP747938,0096-FCPUF,2024-07-26,App issue,Open
15622,CMP691127,0096-FCPUF,2024-07-30,Frequent disconnection,Resolved
15621,CMP896437,0096-FCPUF,2024-08-29,Frequent disconnection,In Progress
15624,CMP386235,0096-FCPUF,2024-08-31,Frequent disconnection,Closed
15630,CMP567806,0096-FCPUF,2024-09-22,Service outage,Open
15635,CMP485782,0096-FCPUF,2024-10-06,Slow internet,Resolved
15627,CMP326100,0096-FCPUF,2024-10-27,Network issue,Closed
15631,CMP748534,0096-FCPUF,2024-11-24,Poor customer service,Resolved
15638,CMP915742,0096-FCPUF,2024-12-14,Service outage,Resolved
15623,CMP302586,0096-FCPUF,2024-12-21,App issue,Closed
15629,CMP502255,0096-FCPUF,2025-02-18,Unexpected charges,Resolved
15636,CMP635426,0096-FCPUF,2025-02-27,Billing error,Open
15628,CMP274718,0096-FCPUF,2025-04-10,Network issue,In Progress
14211,CMP627520,0098-BOWSO,2024-05-01,Service outage,In Progress
14210,CMP412114,0098-BOWSO,2024-05-27,Frequent disconnection,Open
14215,CMP798474,0098-BOWSO,2024-06-01,Network issue,In Progress
14218,CMP559359,0098-BOWSO,2024-06-10,App issue,Closed
14220,CMP767076,0098-BOWSO,2024-07-01,Service outage,Resolved
14217,CMP990472,0098-BOWSO,2024-07-23,App issue,Resolved
14224,CMP622497,0098-BOWSO,2024-07-26,Frequent disconnection,In Progress
14212,CMP440335,0098-BOWSO,2024-08-12,Unexpected charges,Open
14222,CMP928041,0098-BOWSO,2024-08-26,Frequent disconnection,Open
14223,CMP160399,0098-BOWSO,2024-08-28,Network issue,Open
14225,CMP184451,0098-BOWSO,2024-10-01,Slow internet,Resolved
14221,CMP664591,0098-BOWSO,2024-10-03,Slow internet,In Progress
14214,CMP510032,0098-BOWSO,2024-10-14,Slow internet,Closed
14219,CMP111556,0098-BOWSO,2025-01-19,App issue,Resolved
14213,CMP587016,0098-BOWSO,2025-02-23,Poor customer service,Resolved
14216,CMP526742,0098-BOWSO,2025-03-31,Frequent disconnection,Resolved
42911,CMP521032,0100-DUVFC,2024-06-29,Billing error,In Progress
